sample_id,text,true_label,pred_small,pred_medium,pred_large,confidence_small,confidence_medium,confidence_large,latency_small_ms,latency_medium_ms,latency_large_ms,small_correct,medium_correct,large_correct,all_models_wrong,first_success_model,difficulty_level,estimated_routing_latency_ms
447,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",1,1,1,1,0.9974048733711244,0.7366383671760559,0.9988570213317872,21.20689995354041,45.74349999893457,164.87510001752526,True,True,True,False,small,1,21.20689995354041
448,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,1,1,1,0.7638495564460754,0.6455987691879272,0.9979713559150696,24.20809998875484,43.059099989477545,164.69809995032847,True,True,True,False,small,1,24.20809998875484
449,oh come on . ,0,1,0,0,0.9850856065750122,0.8133764863014221,0.993893027305603,20.75550000881776,29.46690004318953,134.71529999515042,False,True,True,False,medium,2,50.22240005200729
450,"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ",1,1,1,1,0.9998278617858888,0.9997459053993224,0.9989192485809326,32.77960000559688,52.10749997058883,200.0543000176549,True,True,True,False,small,1,32.77960000559688
451,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1,1,1,1,0.9996862411499025,0.9996812343597412,0.9988970756530762,27.924499998334795,52.57249996066093,215.72949999244884,True,True,True,False,small,1,27.924499998334795
452,"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ",0,0,0,0,0.999810516834259,0.9991180300712584,0.999508261680603,25.937700003851205,53.897000034339726,199.86410002456975,True,True,True,False,small,1,25.937700003851205
453,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ",1,1,1,1,0.9969602227211,0.999276340007782,0.9988538026809692,28.917499992530797,50.8397999801673,188.52520000655204,True,True,True,False,small,1,28.917499992530797
454,"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ",0,0,0,0,0.9841540455818176,0.9284489750862122,0.9994681477546692,22.04950002487749,39.86770001938567,161.02540004067123,True,True,True,False,small,1,22.04950002487749
455,"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ",1,1,1,1,0.9998486042022704,0.9996730089187622,0.9988917708396912,26.186299975961447,51.164800010155886,182.1306999772787,True,True,True,False,small,1,26.186299975961447
456,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,0,0,0,0.9953475594520568,0.9978506565093994,0.9994811415672302,23.113699979148805,45.73749995324761,155.71359999012202,True,True,True,False,small,1,23.113699979148805
457,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1,1,1,1,0.9998775720596312,0.9997721314430236,0.9988784193992616,21.707400039304048,45.413399988319725,154.8983000102453,True,True,True,False,small,1,21.707400039304048
458,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ",1,1,1,1,0.9989309906959534,0.9990476965904236,0.99875009059906,25.79579997109249,53.35090000880882,241.73510004766285,True,True,True,False,small,1,25.79579997109249
459,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ",1,1,1,1,0.9998058676719666,0.9996696710586548,0.9988648891448976,24.72230000421405,57.07919999258593,237.510500010103,True,True,True,False,small,1,24.72230000421405
460,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ",1,1,1,1,0.9995774626731871,0.9995850920677184,0.9982092380523682,25.0316999736242,45.868299959693104,209.66170000610876,True,True,True,False,small,1,25.0316999736242
461,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0,0,0,0,0.9998050332069396,0.9977205395698548,0.999498724937439,21.19449997553602,43.42709999764338,175.85869994945824,True,True,True,False,small,1,21.19449997553602
462,"yes , dull . ",0,0,0,0,0.9997065663337708,0.9991382360458374,0.9991531372070312,20.338799979072064,32.74990001227707,132.30589998420328,True,True,True,False,small,1,20.338799979072064
463,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ",0,0,0,0,0.9996172189712524,0.9983367919921876,0.9995064735412598,24.07029998721555,44.26789999706671,168.401199975051,True,True,True,False,small,1,24.07029998721555
464,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,1,0,0,0,0.9228360056877136,0.975708305835724,0.999500036239624,20.073599996976554,42.07600001245737,157.1548000210896,False,False,False,True,none,0,219.30440003052354
465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,0,0,0,0.995294153690338,0.9988046884536744,0.9994953870773317,21.18519996292889,53.06960002053529,192.0159999863245,True,True,True,False,small,1,21.18519996292889
466,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ",1,1,1,1,0.9994930028915404,0.999024510383606,0.9988993406295776,19.93680000305176,42.54819999914616,158.3606000058353,True,True,True,False,small,1,19.93680000305176
467,"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,1,1,1,0.9984164237976074,0.9988511800765992,0.9988982677459716,25.280200003180653,55.75960001442581,194.37189999734983,True,True,True,False,small,1,25.280200003180653
468,the characters are interesting and often very creatively constructed from figure to backstory . ,1,1,1,1,0.9998019337654114,0.9996346235275269,0.9988879561424256,25.36799997324124,41.74180002883077,147.93219999410212,True,True,True,False,small,1,25.36799997324124
469,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0,0,0,0,0.999740183353424,0.9988163709640504,0.999488353729248,20.408599986694757,42.56069997791201,160.99529998609796,True,True,True,False,small,1,20.408599986694757
470,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,1,1,1,1,0.999874234199524,0.9996975660324096,0.998833954334259,20.64910001354292,44.87909999443218,172.17670002719387,True,True,True,False,small,1,20.64910001354292
471,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ",0,0,0,0,0.999290943145752,0.9987939596176147,0.9994837045669556,21.07590000377968,45.40379997342825,166.48660000646487,True,True,True,False,small,1,21.07590000377968
472,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,1,1,1,1,0.9986829161643982,0.9973924160003662,0.9987484216690063,24.247399996966124,46.66940000606701,172.3772999830544,True,True,True,False,small,1,24.247399996966124
473,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",1,1,1,1,0.999539852142334,0.9996659755706788,0.998916506767273,25.534900021739304,44.6597000118345,187.85109999589625,True,True,True,False,small,1,25.534900021739304
474,the problem with this film is that it lacks focus . ,0,0,0,0,0.9997698664665222,0.9992485642433168,0.9995017051696776,19.18810000643134,36.29359998740256,150.82899999106303,True,True,True,False,small,1,19.18810000643134
475,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ",1,1,1,1,0.9998648166656494,0.9997201561927797,0.9988545179367064,24.89519998198375,53.84860001504421,206.26710000215095,True,True,True,False,small,1,24.89519998198375
476,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0,0,0,0,0.9994779229164124,0.9990135431289672,0.9994966983795166,19.10980005050078,43.7413000036031,176.41429998911917,True,True,True,False,small,1,19.10980005050078
477,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,1,0,0,0.9732142090797424,0.9825809597969056,0.9959725737571716,22.68609998282045,50.67730002338067,178.4155999775976,False,True,True,False,medium,2,73.36340000620112
478,a by-the-numbers patient/doctor pic that covers all the usual ground ,0,0,0,0,0.9543980360031128,0.9372071027755736,0.9887784123420716,21.47119998699054,47.70620004273951,159.70439999364316,True,True,True,False,small,1,21.47119998699054
479,it 's a stunning lyrical work of considerable force and truth . ,1,1,1,1,0.9998794794082642,0.9997381567955016,0.998860478401184,19.395100011024624,38.08140003820881,167.94389998540282,True,True,True,False,small,1,19.395100011024624
480,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ",1,1,1,1,0.9996960163116456,0.9995405673980712,0.9988828301429749,24.24810000229627,47.00120002962649,231.49959999136627,True,True,True,False,small,1,24.24810000229627
481,funny but perilously slight . ,1,1,1,0,0.7080845236778259,0.92610764503479,0.998889982700348,17.160999996121973,33.18799997214228,174.5045999996364,True,True,False,False,small,1,17.160999996121973
482,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,1,1,1,1,0.9996090531349182,0.999289870262146,0.998847723007202,26.203099987469614,49.98890002025291,250.15199999324977,True,True,True,False,small,1,26.203099987469614
483,"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,1,1,1,0.9997914433479308,0.9987584352493286,0.9977914094924928,22.52950001275167,53.91890002647415,341.86739998403937,True,True,True,False,small,1,22.52950001275167
484,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",1,1,1,1,0.999841332435608,0.9990257024765016,0.9988892674446106,25.04670002963394,45.20310001680628,208.75300001353023,True,True,True,False,small,1,25.04670002963394
485,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,1,1,1,1,0.9997696280479432,0.9995720982551576,0.9988773465156556,22.67750003375113,42.226500052493066,183.6596999783069,True,True,True,False,small,1,22.67750003375113
486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0,0,0,0,0.999727427959442,0.9990436434745787,0.9994643330574036,24.198699975386265,44.7223000228405,197.7478999760933,True,True,True,False,small,1,24.198699975386265
487,"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,0,0,0,0.997702181339264,0.994517743587494,0.9994847774505616,19.880799984093755,42.00580000178888,202.3902999935672,True,True,True,False,small,1,19.880799984093755
488,"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ",1,1,1,1,0.9998449087142944,0.9996032118797302,0.9987192153930664,22.378500027116388,54.30329998489469,220.8863000269048,True,True,True,False,small,1,22.378500027116388
489,"it 's dumb , but more importantly , it 's just not scary . ",0,0,0,0,0.9995794892311096,0.99817156791687,0.9994389414787292,23.944800021126863,43.59020001720637,175.68730004131794,True,True,True,False,small,1,23.944800021126863
490,detox is ultimately a pointless endeavor . ,0,0,0,0,0.9998119473457336,0.9989579916000366,0.999496340751648,21.03850001003593,32.735300017520785,142.63060002122074,True,True,True,False,small,1,21.03850001003593
491,"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0,0,0,0,0.999271810054779,0.9980613589286804,0.9994995594024658,25.437899981625375,54.50119997840375,206.569199974183,True,True,True,False,small,1,25.437899981625375
492,an exquisitely crafted and acted tale . ,1,1,1,1,0.9998824596405028,0.9997596144676208,0.9988677501678468,22.05810003215447,34.12319999188185,162.67629998037592,True,True,True,False,small,1,22.05810003215447
493,this is so bad . ,0,0,0,0,0.9997811913490297,0.998762845993042,0.9994783997535706,22.21279998775572,32.669999985955656,167.69400000339374,True,True,True,False,small,1,22.21279998775572
494,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0,1,1,1,0.9973713159561156,0.6470020413398743,0.984237253665924,26.124000025447454,50.10900000343099,195.85489999735728,False,False,False,True,none,0,272.08790002623573
495,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,1,1,1,0.9293966889381408,0.9887890219688416,0.9956400394439696,22.207100002560765,44.38459995435551,178.0941000324674,True,True,True,False,small,1,22.207100002560765
496,"it 's about following your dreams , no matter what your parents think . ",1,0,1,1,0.8940741419792175,0.9650599360466005,0.9983124732971193,19.95429996168241,41.515299992170185,150.54299996700138,False,True,True,False,medium,2,61.469599953852594
497,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0,0,0,0,0.5274284482002258,0.9893177151679992,0.9994470477104188,19.23139998689294,42.90020000189543,167.14259999571368,True,True,True,False,small,1,19.23139998689294
498,"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",1,1,1,1,0.9998123049736024,0.999634861946106,0.9987396597862244,21.959900041110814,42.23490000003949,173.45379997277632,True,True,True,False,small,1,21.959900041110814
499,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,1,1,1,0.997529923915863,0.9991230368614196,0.9987205862998962,25.70339996600524,51.16520001320168,199.644599983003,True,True,True,False,small,1,25.70339996600524
500,a sequel that 's much too big for its britches . ,0,0,0,0,0.9996989965438844,0.9985281229019164,0.999446451663971,18.73360003810376,38.534399995114654,154.88489996641874,True,True,True,False,small,1,18.73360003810376
501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,0,0,0,0.9938427209854126,0.995685577392578,0.991262912750244,22.44750002864748,44.325699971523136,181.35099997743964,False,False,False,True,none,0,248.12419997761026
502,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0,0,0,0,0.9998096823692322,0.999233603477478,0.9995028972625732,25.495100009720773,49.79540000203997,156.9337000255473,True,True,True,False,small,1,25.495100009720773
503,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0,0,0,0,0.997698962688446,0.9933289289474488,0.9995062351226808,22.45059999404475,43.85840002214536,165.66559998318553,True,True,True,False,small,1,22.45059999404475
504,"the film is powerful , accessible and funny . ",1,1,1,1,0.999887466430664,0.9997603297233582,0.9988930821418762,26.27759997267276,34.64089997578412,141.51719998335466,True,True,True,False,small,1,26.27759997267276
505,and that 's a big part of why we go to the movies . ,1,1,1,1,0.9969381093978882,0.9987921118736268,0.9986887574195862,23.050400021020323,41.138899978250265,160.51560000050813,True,True,True,False,small,1,23.050400021020323
506,"crackerjack entertainment -- nonstop romance , music , suspense and action . ",1,1,1,1,0.9996861219406128,0.9996349811553956,0.9988222718238832,21.34969999315217,42.52670001005754,140.27520001400262,True,True,True,False,small,1,21.34969999315217
507,the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,1,1,1,0.9996273517608644,0.9992585778236388,0.9986995458602904,22.330100007820874,44.35310000553727,158.3297000033781,True,True,True,False,small,1,22.330100007820874
508,"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ",1,1,1,1,0.9998637437820436,0.9997128844261168,0.9989235997200012,27.69650000846013,43.65990002406761,156.23399999458343,True,True,True,False,small,1,27.69650000846013
509,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,1,1,0,0,0.6467123031616211,0.9085664749145508,0.9968512654304504,29.468399996403605,42.29940002551302,149.0308999782428,True,False,False,False,small,1,29.468399996403605
510,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ",1,1,1,1,0.9992905855178832,0.997747242450714,0.9979085922241212,22.80489995609969,49.20150001998991,141.3802999886684,True,True,True,False,small,1,22.80489995609969
511,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,1,1,1,1,0.9996827840805054,0.9993483424186708,0.9988969564437866,28.029499982949343,46.12359998282045,156.88750002300367,True,True,True,False,small,1,28.029499982949343
512,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0,0,0,0,0.9996101260185242,0.9971606731414796,0.9995008707046508,28.152499988209456,46.20089998934418,161.46480001043528,True,True,True,False,small,1,28.152499988209456
513,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,0,0,0,0.8949097394943237,0.9827306866645812,0.999478280544281,28.840199986007065,51.05029995320365,183.90950001776216,True,True,True,False,small,1,28.840199986007065
514,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,1,1,1,0.9996110796928406,0.9995599389076232,0.998708724975586,28.40559999458492,45.99189996952191,201.51450001867488,True,True,True,False,small,1,28.40559999458492
515,"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ",0,0,0,0,0.9972249269485474,0.9916381239891052,0.9995059967041016,22.95449998928234,47.69310000119731,171.73130001174286,True,True,True,False,small,1,22.95449998928234
516,plays like a volatile and overlong w magazine fashion spread . ,0,0,0,0,0.9995408058166504,0.999001920223236,0.9993274211883544,19.087199994828552,36.8153999443166,146.19459997629747,True,True,True,False,small,1,19.087199994828552
517,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",1,1,1,1,0.9876601099967957,0.6764752268791199,0.9983344674110411,22.91300002252683,42.8799000219442,151.79239999270067,True,True,True,False,small,1,22.91300002252683
518,michael gerbosi 's script is economically packed with telling scenes . ,1,1,1,1,0.999658226966858,0.9992351531982422,0.9987565279006958,20.90120001230389,42.998199991416186,152.80420001363382,True,True,True,False,small,1,20.90120001230389
519,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0,1,1,1,0.9993867874145508,0.999198853969574,0.9988180994987488,23.142999969422817,40.67149996990338,149.47619999293238,False,False,False,True,none,0,213.29069993225858
520,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,1,1,1,1,0.999711811542511,0.998753786087036,0.9985750913619996,24.824999971315265,55.52190000889823,207.4405999737792,True,True,True,False,small,1,24.824999971315265
521,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0,0,0,0,0.999537467956543,0.9986428618431092,0.9994650483131408,22.91150001110509,47.48589999508113,180.46960001811385,True,True,True,False,small,1,22.91150001110509
522,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0,0,0,0,0.999658226966858,0.9988823533058168,0.9995094537734984,21.48779999697581,46.64059996139258,169.1020000143908,True,True,True,False,small,1,21.48779999697581
523,a romantic comedy enriched by a sharp eye for manners and mores . ,1,1,1,1,0.9998592138290404,0.9996755123138428,0.9989030361175536,19.426100014243275,41.76360002020374,136.6967000067234,True,True,True,False,small,1,19.426100014243275
524,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,1,1,1,1,0.9994649291038512,0.999077558517456,0.9988753199577332,27.62730000540614,53.38320002192632,171.61659995326772,True,True,True,False,small,1,27.62730000540614
525,rare birds has more than enough charm to make it memorable . ,1,1,1,1,0.999795377254486,0.999739706516266,0.9988434314727784,18.96429999032989,38.29670004779473,135.72100002784282,True,True,True,False,small,1,18.96429999032989
526,it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,0,0,1,0.9993784427642822,0.9962536096572876,0.9971885085105896,22.108900011517107,42.08939999807626,130.0945000257343,True,True,False,False,small,1,22.108900011517107
527,it has all the excitement of eating oatmeal . ,0,0,1,0,0.5353535413742065,0.8290968537330627,0.999424934387207,19.949299981817603,36.99400002369657,129.59489994682372,True,False,True,False,small,1,19.949299981817603
528,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ",1,1,1,1,0.9985213875770568,0.999150276184082,0.9988025426864624,22.091799997724596,45.74269999284297,139.25160001963377,True,True,True,False,small,1,22.091799997724596
529,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0,0,0,0,0.9995933175086976,0.9977940320968628,0.9994378685951232,27.46280003339052,45.14030000427738,160.90900002745911,True,True,True,False,small,1,27.46280003339052
530,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,1,1,1,1,0.9998706579208374,0.9997450709342957,0.9988853335380554,25.497499969787896,45.44300003908575,149.74800002528357,True,True,True,False,small,1,25.497499969787896
531,"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ",0,0,0,0,0.99934321641922,0.9985246062278748,0.9994819760322572,29.55189999192953,54.81980001786724,164.7751000127755,True,True,True,False,small,1,29.55189999192953
532,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,1,1,1,0.9987462759017944,0.9959397315979004,0.9987741112709044,24.92499997606501,43.80380001384765,161.6474000038579,True,True,True,False,small,1,24.92499997606501
533,"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1,1,1,1,0.9996877908706664,0.9995885491371156,0.9988547563552856,25.06660000653937,48.56810002820566,146.92740002647042,True,True,True,False,small,1,25.06660000653937
534,i just loved every minute of this film . ,1,1,1,1,0.9998762607574464,0.9994945526123048,0.99888414144516,23.59979995526373,34.27679999731481,121.9769000308588,True,True,True,False,small,1,23.59979995526373
535,"a quiet , pure , elliptical film ",1,1,1,1,0.9997562766075134,0.999601423740387,0.9988526105880736,17.87689997581765,34.07100000185892,118.10880003031345,True,True,True,False,small,1,17.87689997581765
536,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0,0,0,0,0.9997900128364564,0.9981333613395692,0.9994903802871704,22.90689997607842,44.181999983266,144.55259998794645,True,True,True,False,small,1,22.90689997607842
537,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ",1,1,1,1,0.999842882156372,0.9996663331985474,0.9989062547683716,27.103800035547465,45.003100007306784,146.07139996951446,True,True,True,False,small,1,27.103800035547465
538,"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ",0,0,0,0,0.999817430973053,0.999195396900177,0.9995092153549194,25.259100017137825,49.65719999745488,136.64139999309555,True,True,True,False,small,1,25.259100017137825
539,do not see this film . ,0,0,0,0,0.986850917339325,0.9926357865333556,0.9994878768920898,20.1618000282906,37.16880001593381,123.35119995987044,True,True,True,False,small,1,20.1618000282906
540,binoche makes it interesting trying to find out . ,1,1,1,1,0.9996091723442078,0.99925035238266,0.9987389445304872,18.733699980657548,37.45280002476648,120.00329996226355,True,True,True,False,small,1,18.733699980657548
541,the most compelling wiseman epic of recent years . ,1,1,1,1,0.9998741149902344,0.9997610449790956,0.9987228512763976,16.933000006247312,35.27440002653748,135.0959000410512,True,True,True,False,small,1,16.933000006247312
542,there 's no emotional pulse to solaris . ,0,0,0,0,0.999314546585083,0.9897339940071106,0.999486804008484,16.367600008379668,38.11190003762022,129.17959998594597,True,True,True,False,small,1,16.367600008379668
543,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ",0,0,0,0,0.98982834815979,0.9776912927627563,0.999113380908966,23.987900000065565,45.56230001617223,178.05079999379814,True,True,True,False,small,1,23.987900000065565
544,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0,1,1,0,0.9996566772460938,0.997002899646759,0.9995054006576538,24.232600000686944,40.96910002408549,144.76819999981672,False,False,True,False,large,3,209.96990002458915
545,"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ",0,0,0,0,0.999768316745758,0.999267876148224,0.9994906187057496,25.66460001980886,45.8877999917604,136.97310001589358,True,True,True,False,small,1,25.66460001980886
546,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",1,0,0,0,0.9648333191871644,0.9708206653594972,0.998115062713623,25.395400007255372,49.95100002270192,159.51700002187863,False,False,False,True,none,0,234.86340005183592
547,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ",0,0,0,0,0.9983831644058228,0.9860446453094482,0.9807888865470886,23.64179998403415,43.0530000012368,137.53909996012226,True,True,True,False,small,1,23.64179998403415
548,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,0,0,1,0.9974736571311952,0.9020340442657472,0.9986567497253418,22.589600004721436,46.07740003848448,144.77909996639937,True,True,False,False,small,1,22.589600004721436
549,a coarse and stupid gross-out . ,0,0,0,0,0.9998090863227844,0.9993293285369872,0.9994284510612488,22.26539998082444,31.844599987380207,115.4435999924317,True,True,True,False,small,1,22.26539998082444
550,... nothing scary here except for some awful acting and lame special effects . ,0,0,0,0,0.9997921586036682,0.9992247819900512,0.9994909763336182,20.410299999639392,43.79189998144284,133.85580002795905,True,True,True,False,small,1,20.410299999639392
551,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0,0,0,0,0.9992125034332277,0.9413596987724304,0.9992594122886658,22.663799987640232,47.29849996510893,140.08300000568852,True,True,True,False,small,1,22.663799987640232
552,here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,0,0,0,0,0.9994308352470398,0.999198853969574,0.9995031356811525,21.7992999823764,46.86489998130128,140.47169999685138,True,True,True,False,small,1,21.7992999823764
553,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ",1,1,1,1,0.999795138835907,0.9994786381721495,0.9986977577209472,21.534300001803786,49.0406000171788,140.2576999971643,True,True,True,False,small,1,21.534300001803786
554,it treats women like idiots . ,0,0,0,0,0.9989352822303772,0.9976886510849,0.9994029998779296,19.279000000096858,34.077499993145466,118.0074000149034,True,True,True,False,small,1,19.279000000096858
555,"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0,0,0,0,0.9997122883796692,0.99748033285141,0.9994760155677797,29.57010001409799,51.043700019363314,161.06850001960993,True,True,True,False,small,1,29.57010001409799
556,but it 's too long and too convoluted and it ends in a muddle . ,0,0,0,0,0.9997071623802184,0.9991570711135864,0.9994999170303344,22.28340000147,44.27639994537458,136.55860000289977,True,True,True,False,small,1,22.28340000147
557,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,1,1,1,1,0.9998552799224854,0.9997406601905824,0.9989176988601683,25.468099978752434,41.26890003681183,146.3625999749638,True,True,True,False,small,1,25.468099978752434
558,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ",1,1,1,1,0.998376965522766,0.9979648590087892,0.9974193572998048,25.56039998307824,50.62719999114052,164.0126000274904,True,True,True,False,small,1,25.56039998307824
559,"if the first men in black was money , the second is small change . ",0,0,0,0,0.9972752928733826,0.973239243030548,0.9946213960647584,24.539100006222725,38.99909998290241,128.43889999203384,True,True,True,False,small,1,24.539100006222725
560,do n't be fooled by the impressive cast list - eye see you is pure junk . ,0,0,0,0,0.9983021020889282,0.9905145168304444,0.9994912147521972,23.25540001038462,40.44800001429394,134.096399997361,True,True,True,False,small,1,23.25540001038462
561,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",1,0,0,0,0.9938802719116212,0.9470756649971008,0.9984995126724244,24.684099946171045,52.78450000332669,155.29180003795773,False,False,False,True,none,0,232.76039998745546
562,scorsese does n't give us a character worth giving a damn about . ,0,0,0,0,0.9997510313987732,0.997686505317688,0.9995023012161256,21.31730003748089,42.7682000445202,123.07409994537012,True,True,True,False,small,1,21.31730003748089
563,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ",1,1,1,1,0.9997584223747252,0.9995070695877076,0.9988681077957152,22.543200000654902,41.0540999728255,141.65169995976612,True,True,True,False,small,1,22.543200000654902
